id,species
1,Acer_Opalus
2,Pterocarya_Stenoptera
3,Quercus_Hartwissiana
5,Tilia_Tomentosa
6,Quercus_Variabilis
8,Magnolia_Salicifolia
10,Quercus_Canariensis
11,Quercus_Rubra
14,Quercus_Brantii
15,Salix_Fragilis
17,Zelkova_Serrata
18,Betula_Austrosinensis
20,Quercus_Pontica
21,Quercus_Afares
22,Quercus_Coccifera
25,Fagus_Sylvatica
26,Phildelphus
27,Acer_Palmatum
29,Quercus_Pubescens
30,Populus_Adenopoda
31,Quercus_Trojana
32,Quercus_Variabilis
34,Alnus_Sieboldiana
35,Quercus_Ilex
37,Arundinaria_Simonii
38,Acer_Platanoids
40,Quercus_Phillyraeoides
42,Cornus_Chinensis
43,Quercus_Phillyraeoides
45,Fagus_Sylvatica
48,Liriodendron_Tulipifera
49,Cytisus_Battandieri
50,Tilia_Tomentosa
54,Rhododendron_x_Russellianum
55,Alnus_Rubra
56,Eucalyptus_Glaucescens
58,Cercis_Siliquastrum
60,Cotinus_Coggygria
61,Celtis_Koraiensis
63,Quercus_Crassifolia
64,Quercus_Variabilis
66,Quercus_Hartwissiana
67,Quercus_Kewensis
69,Quercus_Coccifera
71,Cornus_Controversa
72,Quercus_Pyrenaica
73,Callicarpa_Bodinieri
75,Quercus_Alnifolia
76,Quercus_Canariensis
78,Acer_Saccharinum
80,Prunus_X_Shmittii
81,Prunus_Avium
82,Quercus_Greggii
83,Quercus_Suber
84,Quercus_Trojana
85,Liriodendron_Tulipifera
87,Quercus_Coccifera
88,Cercis_Siliquastrum
92,Quercus_Suber
100,Celtis_Koraiensis
101,Quercus_Dolicholepis
103,Rhododendron_x_Russellianum
106,Ilex_Cornuta
107,Tilia_Oliveri
108,Quercus_Semecarpifolia
109,Quercus_Texana
115,Celtis_Koraiensis
116,Ginkgo_Biloba
118,Acer_Palmatum
120,Quercus_Variabilis
122,Liriodendron_Tulipifera
124,Liquidambar_Styraciflua
127,Quercus_Phellos
129,Quercus_Crassifolia
130,Quercus_Palustris
132,Quercus_Phellos
133,Quercus_Alnifolia
134,Quercus_Afares
139,Quercus_Canariensis
140,Alnus_Maximowiczii
142,Quercus_Agrifolia
143,Callicarpa_Bodinieri
145,Prunus_Avium
146,Acer_Pictum
148,Acer_Rufinerve
149,Lithocarpus_Cleistocarpus
152,Viburnum_x_Rhytidophylloides
153,Celtis_Koraiensis
155,Ilex_Aquifolium
160,Acer_Circinatum
163,Quercus_Coccinea
164,Acer_Circinatum
165,Quercus_Cerris
166,Acer_Circinatum
167,Acer_Saccharinum
168,Quercus_Chrysolepis
169,Celtis_Koraiensis
171,Quercus_Semecarpifolia
173,Eucalyptus_Neglecta
175,Betula_Austrosinensis
178,Ginkgo_Biloba
179,Quercus_Canariensis
183,Tilia_Platyphyllos
186,Alnus_Cordata
188,Populus_Nigra
189,Quercus_Coccinea
190,Quercus_Variabilis
194,Quercus_Pyrenaica
196,Arundinaria_Simonii
198,Alnus_Cordata
199,Arundinaria_Simonii
201,Acer_Capillipes
202,Quercus_Kewensis
203,Acer_Palmatum
204,Quercus_Agrifolia
206,Quercus_Agrifolia
211,Tilia_Tomentosa
212,Liriodendron_Tulipifera
214,Magnolia_Heptapeta
215,Quercus_Dolicholepis
216,Acer_Mono
217,Cornus_Macrophylla
218,Crataegus_Monogyna
219,Liquidambar_Styraciflua
224,Cotinus_Coggygria
225,Quercus_x_Turneri
227,Acer_Capillipes
228,Quercus_Castaneifolia
231,Ilex_Cornuta
233,Lithocarpus_Edulis
235,Acer_Circinatum
237,Populus_Grandidentata
238,Acer_Rubrum
239,Tilia_Platyphyllos
240,Quercus_Cerris
241,Lithocarpus_Edulis
242,Cercis_Siliquastrum
243,Quercus_Agrifolia
245,Quercus_Pubescens
246,Quercus_Suber
247,Quercus_Pontica
248,Ilex_Aquifolium
249,Celtis_Koraiensis
252,Lithocarpus_Cleistocarpus
253,Acer_Saccharinum
256,Magnolia_Salicifolia
257,Quercus_Crassifolia
258,Fagus_Sylvatica
259,Quercus_Trojana
260,Quercus_Afares
262,Quercus_Palustris
263,Quercus_Imbricaria
265,Eucalyptus_Urnigera
267,Quercus_Ilex
268,Acer_Circinatum
269,Phildelphus
270,Quercus_Crassipes
273,Cornus_Controversa
275,Quercus_Hartwissiana
278,Quercus_Variabilis
280,Quercus_x_Turneri
282,Populus_Nigra
283,Quercus_Chrysolepis
286,Betula_Austrosinensis
288,Acer_Mono
289,Eucalyptus_Glaucescens
290,Alnus_Rubra
291,Viburnum_Tinus
294,Populus_Adenopoda
298,Quercus_Pyrenaica
302,Eucalyptus_Neglecta
303,Quercus_Pubescens
304,Morus_Nigra
306,Quercus_x_Turneri
307,Quercus_Imbricaria
309,Quercus_Crassipes
310,Eucalyptus_Urnigera
311,Acer_Pictum
314,Alnus_Rubra
315,Quercus_Dolicholepis
317,Acer_Opalus
319,Quercus_Trojana
321,Quercus_Suber
322,Acer_Platanoids
323,Quercus_Vulcanica
324,Acer_Palmatum
325,Lithocarpus_Cleistocarpus
326,Quercus_Chrysolepis
327,Quercus_Variabilis
328,Magnolia_Heptapeta
329,Quercus_Palustris
330,Quercus_Crassipes
331,Acer_Platanoids
333,Quercus_Pyrenaica
334,Alnus_Viridis
335,Fagus_Sylvatica
336,Zelkova_Serrata
338,Magnolia_Salicifolia
339,Betula_Pendula
340,Quercus_Agrifolia
341,Betula_Austrosinensis
342,Olea_Europaea
344,Quercus_Ellipsoidalis
345,Quercus_x_Hispanica
348,Lithocarpus_Cleistocarpus
349,Quercus_Kewensis
350,Quercus_x_Hispanica
354,Quercus_Palustris
355,Quercus_Shumardii
356,Quercus_Rubra
357,Alnus_Viridis
358,Liquidambar_Styraciflua
360,Cotinus_Coggygria
362,Acer_Pictum
363,Magnolia_Heptapeta
364,Acer_Rufinerve
365,Acer_Saccharinum
366,Crataegus_Monogyna
367,Populus_Adenopoda
369,Quercus_Crassifolia
371,Alnus_Sieboldiana
374,Alnus_Viridis
375,Quercus_Rhysophylla
376,Alnus_Sieboldiana
377,Quercus_Shumardii
379,Quercus_x_Turneri
380,Callicarpa_Bodinieri
382,Quercus_Crassifolia
383,Quercus_Rubra
386,Tilia_Oliveri
387,Quercus_Agrifolia
388,Populus_Grandidentata
389,Quercus_Rubra
390,Morus_Nigra
392,Quercus_Agrifolia
393,Eucalyptus_Urnigera
394,Alnus_Viridis
396,Liquidambar_Styraciflua
397,Populus_Nigra
398,Cercis_Siliquastrum
404,Acer_Rufinerve
408,Acer_Platanoids
409,Tilia_Oliveri
410,Lithocarpus_Edulis
411,Magnolia_Salicifolia
412,Arundinaria_Simonii
413,Ginkgo_Biloba
415,Betula_Pendula
416,Tilia_Platyphyllos
417,Quercus_Palustris
418,Tilia_Oliveri
419,Cytisus_Battandieri
420,Quercus_Rubra
423,Arundinaria_Simonii
425,Castanea_Sativa
426,Quercus_Crassifolia
427,Cercis_Siliquastrum
428,Lithocarpus_Edulis
430,Liriodendron_Tulipifera
431,Pterocarya_Stenoptera
433,Quercus_Pontica
435,Quercus_Imbricaria
436,Ulmus_Bergmanniana
437,Fagus_Sylvatica
438,Quercus_Texana
440,Populus_Grandidentata
443,Betula_Austrosinensis
444,Quercus_Trojana
445,Quercus_Ellipsoidalis
446,Quercus_Shumardii
449,Olea_Europaea
450,Cornus_Chinensis
451,Quercus_Pontica
452,Quercus_Brantii
454,Arundinaria_Simonii
455,Populus_Adenopoda
456,Prunus_Avium
458,Quercus_Chrysolepis
459,Tilia_Tomentosa
460,Quercus_Pyrenaica
461,Betula_Pendula
462,Ginkgo_Biloba
463,Cornus_Macrophylla
464,Arundinaria_Simonii
466,Tilia_Platyphyllos
467,Cornus_Macrophylla
468,Quercus_Shumardii
469,Quercus_Coccinea
470,Populus_Nigra
475,Alnus_Rubra
478,Quercus_Agrifolia
481,Quercus_Rhysophylla
482,Quercus_Semecarpifolia
485,Quercus_Nigra
487,Quercus_Kewensis
488,Betula_Austrosinensis
489,Acer_Mono
490,Quercus_Ellipsoidalis
491,Quercus_Trojana
492,Quercus_Castaneifolia
493,Alnus_Rubra
494,Quercus_Brantii
496,Acer_Circinatum
497,Quercus_Imbricaria
498,Acer_Capillipes
499,Acer_Mono
501,Liriodendron_Tulipifera
502,Olea_Europaea
505,Alnus_Cordata
506,Acer_Saccharinum
508,Quercus_Alnifolia
510,Quercus_Coccinea
511,Acer_Platanoids
513,Cornus_Chinensis
514,Quercus_x_Hispanica
516,Fagus_Sylvatica
517,Quercus_Agrifolia
519,Lithocarpus_Cleistocarpus
520,Phildelphus
521,Quercus_Pubescens
522,Salix_Intergra
523,Cornus_Macrophylla
524,Quercus_x_Hispanica
528,Viburnum_Tinus
530,Populus_Grandidentata
532,Ginkgo_Biloba
535,Zelkova_Serrata
538,Liriodendron_Tulipifera
539,Quercus_Ilex
542,Prunus_X_Shmittii
543,Quercus_Phillyraeoides
545,Quercus_Phillyraeoides
547,Quercus_Semecarpifolia
548,Quercus_Cerris
550,Morus_Nigra
551,Cercis_Siliquastrum
552,Cotinus_Coggygria
553,Cytisus_Battandieri
556,Viburnum_x_Rhytidophylloides
558,Callicarpa_Bodinieri
559,Populus_Adenopoda
561,Populus_Grandidentata
562,Magnolia_Salicifolia
563,Quercus_Shumardii
564,Quercus_Ellipsoidalis
566,Celtis_Koraiensis
568,Liquidambar_Styraciflua
569,Acer_Capillipes
570,Acer_Rufinerve
571,Cytisus_Battandieri
572,Cotinus_Coggygria
573,Liquidambar_Styraciflua
576,Quercus_Coccinea
581,Quercus_Crassipes
582,Cercis_Siliquastrum
585,Lithocarpus_Cleistocarpus
588,Eucalyptus_Neglecta
589,Acer_Platanoids
592,Castanea_Sativa
593,Quercus_Rubra
595,Quercus_Afares
596,Quercus_Canariensis
597,Lithocarpus_Cleistocarpus
598,Tilia_Platyphyllos
600,Ilex_Aquifolium
601,Populus_Nigra
603,Quercus_Semecarpifolia
605,Quercus_Coccinea
606,Eucalyptus_Neglecta
609,Phildelphus
610,Acer_Capillipes
614,Cornus_Controversa
615,Betula_Pendula
616,Lithocarpus_Edulis
618,Quercus_Ilex
619,Lithocarpus_Edulis
620,Salix_Fragilis
621,Betula_Pendula
622,Cotinus_Coggygria
623,Fagus_Sylvatica
628,Quercus_Hartwissiana
629,Alnus_Cordata
630,Crataegus_Monogyna
631,Quercus_x_Hispanica
632,Quercus_Coccifera
633,Olea_Europaea
634,Populus_Nigra
635,Cornus_Macrophylla
636,Ulmus_Bergmanniana
637,Tilia_Platyphyllos
641,Acer_Rufinerve
642,Quercus_Brantii
645,Ginkgo_Biloba
646,Alnus_Viridis
647,Alnus_Cordata
649,Tilia_Tomentosa
651,Acer_Rufinerve
652,Acer_Rufinerve
654,Quercus_Greggii
656,Populus_Adenopoda
657,Quercus_Pontica
660,Eucalyptus_Urnigera
661,Viburnum_x_Rhytidophylloides
662,Cornus_Chinensis
663,Alnus_Maximowiczii
664,Quercus_Infectoria_sub
667,Quercus_Cerris
669,Salix_Intergra
671,Viburnum_Tinus
672,Betula_Austrosinensis
673,Phildelphus
675,Quercus_Chrysolepis
676,Sorbus_Aria
677,Cornus_Macrophylla
678,Eucalyptus_Glaucescens
680,Quercus_Texana
681,Salix_Intergra
682,Quercus_Greggii
684,Quercus_Crassipes
685,Tilia_Oliveri
689,Eucalyptus_Glaucescens
692,Quercus_Variabilis
693,Quercus_Nigra
694,Populus_Grandidentata
695,Quercus_Vulcanica
697,Ilex_Cornuta
698,Acer_Rubrum
700,Rhododendron_x_Russellianum
704,Salix_Fragilis
706,Quercus_Crassipes
709,Crataegus_Monogyna
710,Rhododendron_x_Russellianum
711,Morus_Nigra
712,Populus_Nigra
713,Acer_Rufinerve
714,Sorbus_Aria
716,Morus_Nigra
717,Alnus_Viridis
718,Zelkova_Serrata
720,Eucalyptus_Glaucescens
721,Crataegus_Monogyna
722,Liriodendron_Tulipifera
724,Quercus_Nigra
726,Quercus_Pontica
727,Acer_Rubrum
728,Quercus_Alnifolia
730,Quercus_Nigra
732,Olea_Europaea
733,Quercus_Ilex
737,Cornus_Chinensis
738,Alnus_Sieboldiana
740,Populus_Adenopoda
741,Sorbus_Aria
742,Quercus_Brantii
745,Cornus_Chinensis
747,Betula_Austrosinensis
748,Magnolia_Salicifolia
749,Magnolia_Salicifolia
752,Eucalyptus_Glaucescens
753,Quercus_Nigra
754,Acer_Platanoids
755,Quercus_Crassifolia
756,Ulmus_Bergmanniana
757,Cornus_Controversa
758,Betula_Austrosinensis
759,Quercus_Afares
760,Eucalyptus_Neglecta
762,Pterocarya_Stenoptera
763,Acer_Saccharinum
765,Callicarpa_Bodinieri
766,Quercus_Castaneifolia
767,Quercus_Ellipsoidalis
768,Quercus_Crassifolia
769,Castanea_Sativa
771,Eucalyptus_Glaucescens
772,Eucalyptus_Urnigera
774,Fagus_Sylvatica
776,Quercus_Vulcanica
777,Quercus_Ilex
778,Rhododendron_x_Russellianum
779,Quercus_Ellipsoidalis
784,Quercus_Trojana
785,Quercus_Greggii
787,Viburnum_Tinus
788,Alnus_Sieboldiana
789,Ilex_Cornuta
792,Cytisus_Battandieri
793,Ulmus_Bergmanniana
794,Liriodendron_Tulipifera
796,Quercus_Phellos
797,Eucalyptus_Neglecta
798,Sorbus_Aria
800,Cornus_Chinensis
801,Quercus_Hartwissiana
802,Quercus_Palustris
803,Quercus_Ilex
805,Alnus_Maximowiczii
806,Ginkgo_Biloba
807,Acer_Mono
808,Quercus_Pubescens
809,Magnolia_Heptapeta
810,Acer_Pictum
811,Lithocarpus_Cleistocarpus
812,Quercus_Imbricaria
813,Quercus_Suber
815,Quercus_Castaneifolia
816,Quercus_Crassipes
821,Quercus_Chrysolepis
822,Quercus_Suber
823,Quercus_Texana
824,Quercus_Ellipsoidalis
825,Quercus_Castaneifolia
826,Quercus_Canariensis
827,Liquidambar_Styraciflua
828,Quercus_x_Hispanica
831,Cotinus_Coggygria
837,Cornus_Macrophylla
838,Viburnum_Tinus
839,Alnus_Cordata
840,Quercus_Coccifera
841,Quercus_Coccinea
844,Eucalyptus_Glaucescens
847,Salix_Fragilis
848,Quercus_Canariensis
849,Quercus_Alnifolia
850,Quercus_Vulcanica
851,Quercus_Infectoria_sub
852,Quercus_Kewensis
853,Acer_Rufinerve
854,Magnolia_Heptapeta
855,Ulmus_Bergmanniana
856,Magnolia_Heptapeta
858,Quercus_Texana
859,Prunus_X_Shmittii
860,Quercus_Pontica
861,Quercus_Alnifolia
862,Quercus_Pontica
863,Quercus_Castaneifolia
864,Acer_Saccharinum
865,Prunus_Avium
866,Quercus_Variabilis
867,Sorbus_Aria
868,Alnus_Rubra
869,Viburnum_Tinus
870,Quercus_Texana
871,Quercus_Greggii
873,Acer_Rubrum
874,Magnolia_Salicifolia
875,Quercus_Phillyraeoides
876,Quercus_Rhysophylla
877,Alnus_Maximowiczii
878,Liriodendron_Tulipifera
879,Quercus_Infectoria_sub
881,Cornus_Controversa
882,Eucalyptus_Glaucescens
883,Populus_Nigra
885,Quercus_Pubescens
886,Phildelphus
892,Acer_Mono
893,Alnus_Maximowiczii
894,Prunus_Avium
896,Quercus_Brantii
897,Quercus_Cerris
898,Quercus_Dolicholepis
899,Quercus_Dolicholepis
900,Quercus_Shumardii
901,Quercus_Cerris
904,Eucalyptus_Urnigera
906,Acer_Opalus
907,Rhododendron_x_Russellianum
908,Lithocarpus_Cleistocarpus
910,Ilex_Aquifolium
911,Quercus_Phillyraeoides
912,Quercus_Pyrenaica
914,Cercis_Siliquastrum
915,Acer_Pictum
916,Quercus_Pyrenaica
917,Quercus_x_Turneri
918,Quercus_Infectoria_sub
919,Quercus_Trojana
920,Quercus_Dolicholepis
923,Quercus_Chrysolepis
924,Prunus_Avium
926,Castanea_Sativa
927,Rhododendron_x_Russellianum
928,Viburnum_Tinus
931,Olea_Europaea
932,Cornus_Controversa
933,Populus_Adenopoda
934,Quercus_x_Turneri
936,Quercus_Texana
937,Pterocarya_Stenoptera
938,Quercus_Ellipsoidalis
939,Cornus_Macrophylla
942,Tilia_Tomentosa
944,Quercus_Kewensis
948,Quercus_Canariensis
949,Acer_Pictum
951,Quercus_Semecarpifolia
952,Phildelphus
954,Alnus_Rubra
955,Quercus_Afares
956,Acer_Pictum
958,Quercus_Alnifolia
959,Tilia_Oliveri
960,Acer_Palmatum
961,Quercus_Variabilis
962,Acer_Circinatum
963,Ilex_Aquifolium
966,Pterocarya_Stenoptera
968,Crataegus_Monogyna
969,Callicarpa_Bodinieri
970,Populus_Adenopoda
971,Alnus_Sieboldiana
972,Cornus_Macrophylla
975,Quercus_Phillyraeoides
976,Salix_Fragilis
978,Quercus_Rubra
979,Quercus_Imbricaria
981,Morus_Nigra
983,Alnus_Maximowiczii
985,Populus_Nigra
987,Prunus_Avium
989,Quercus_Kewensis
990,Acer_Capillipes
992,Callicarpa_Bodinieri
993,Zelkova_Serrata
994,Populus_Adenopoda
995,Quercus_Vulcanica
996,Eucalyptus_Neglecta
999,Quercus_Brantii
1000,Acer_Circinatum
1001,Populus_Grandidentata
1002,Acer_Opalus
1003,Acer_Saccharinum
1004,Alnus_Sieboldiana
1005,Acer_Mono
1006,Quercus_Ilex
1007,Quercus_Coccinea
1010,Quercus_Semecarpifolia
1011,Acer_Platanoids
1013,Betula_Pendula
1014,Phildelphus
1016,Quercus_Trojana
1017,Crataegus_Monogyna
1019,Acer_Circinatum
1021,Alnus_Rubra
1023,Pterocarya_Stenoptera
1024,Quercus_Palustris
1025,Salix_Fragilis
1027,Quercus_Coccifera
1030,Tilia_Platyphyllos
1031,Magnolia_Heptapeta
1032,Olea_Europaea
1034,Arundinaria_Simonii
1036,Lithocarpus_Edulis
1037,Quercus_Castaneifolia
1039,Arundinaria_Simonii
1040,Tilia_Platyphyllos
1041,Acer_Palmatum
1042,Salix_Intergra
1046,Rhododendron_x_Russellianum
1048,Quercus_Castaneifolia
1049,Magnolia_Salicifolia
1051,Quercus_Castaneifolia
1052,Betula_Pendula
1056,Ilex_Cornuta
1059,Tilia_Tomentosa
1061,Quercus_Chrysolepis
1062,Tilia_Oliveri
1065,Quercus_Suber
1066,Crataegus_Monogyna
1072,Quercus_Crassifolia
1073,Salix_Fragilis
1076,Pterocarya_Stenoptera
1077,Salix_Fragilis
1080,Eucalyptus_Urnigera
1081,Quercus_Hartwissiana
1083,Quercus_Coccifera
1085,Acer_Palmatum
1087,Castanea_Sativa
1088,Acer_Palmatum
1089,Quercus_Pyrenaica
1090,Quercus_Pontica
1093,Quercus_Palustris
1094,Cercis_Siliquastrum
1095,Quercus_Canariensis
1096,Alnus_Sieboldiana
1097,Betula_Austrosinensis
1098,Quercus_Phellos
1100,Quercus_Infectoria_sub
1101,Quercus_Dolicholepis
1110,Quercus_Crassipes
1112,Cotinus_Coggygria
1113,Quercus_Phellos
1117,Acer_Rubrum
1118,Alnus_Rubra
1119,Callicarpa_Bodinieri
1120,Quercus_Rhysophylla
1121,Salix_Intergra
1123,Quercus_Dolicholepis
1124,Alnus_Viridis
1125,Acer_Opalus
1128,Quercus_Rubra
1130,Quercus_Hartwissiana
1131,Lithocarpus_Cleistocarpus
1132,Cytisus_Battandieri
1134,Quercus_Afares
1135,Ulmus_Bergmanniana
1136,Zelkova_Serrata
1142,Quercus_Crassifolia
1144,Quercus_Phellos
1145,Quercus_Coccifera
1147,Lithocarpus_Edulis
1148,Quercus_x_Turneri
1152,Tilia_Platyphyllos
1153,Castanea_Sativa
1154,Acer_Rubrum
1156,Quercus_Trojana
1157,Quercus_Afares
1159,Acer_Opalus
1160,Sorbus_Aria
1163,Quercus_Rhysophylla
1165,Acer_Rubrum
1166,Quercus_Greggii
1167,Quercus_Crassipes
1168,Quercus_Kewensis
1169,Cornus_Controversa
1170,Quercus_Pyrenaica
1171,Quercus_Hartwissiana
1172,Prunus_X_Shmittii
1173,Morus_Nigra
1174,Tilia_Oliveri
1175,Celtis_Koraiensis
1176,Sorbus_Aria
1179,Callicarpa_Bodinieri
1180,Quercus_Nigra
1182,Acer_Saccharinum
1184,Acer_Saccharinum
1186,Eucalyptus_Neglecta
1187,Quercus_Vulcanica
1194,Quercus_Imbricaria
1196,Acer_Capillipes
1197,Liquidambar_Styraciflua
1198,Zelkova_Serrata
1200,Sorbus_Aria
1201,Salix_Intergra
1202,Fagus_Sylvatica
1205,Quercus_Brantii
1206,Magnolia_Heptapeta
1208,Cornus_Macrophylla
1210,Quercus_Vulcanica
1211,Viburnum_Tinus
1213,Betula_Pendula
1216,Acer_Rubrum
1217,Alnus_Maximowiczii
1218,Viburnum_Tinus
1219,Magnolia_Heptapeta
1220,Quercus_Cerris
1221,Salix_Intergra
1222,Quercus_Semecarpifolia
1223,Populus_Grandidentata
1225,Quercus_Greggii
1226,Viburnum_x_Rhytidophylloides
1228,Morus_Nigra
1229,Castanea_Sativa
1231,Quercus_Pontica
1232,Alnus_Maximowiczii
1235,Alnus_Cordata
1236,Quercus_Dolicholepis
1238,Ulmus_Bergmanniana
1239,Eucalyptus_Glaucescens
1240,Viburnum_Tinus
1242,Alnus_Cordata
1243,Acer_Rubrum
1244,Quercus_Infectoria_sub
1245,Acer_Rubrum
1249,Tilia_Platyphyllos
1250,Ilex_Cornuta
1251,Olea_Europaea
1253,Quercus_Infectoria_sub
1254,Morus_Nigra
1255,Alnus_Viridis
1256,Cornus_Chinensis
1257,Quercus_Coccifera
1258,Alnus_Rubra
1262,Quercus_Palustris
1263,Cytisus_Battandieri
1265,Zelkova_Serrata
1268,Quercus_Phellos
1269,Sorbus_Aria
1270,Acer_Opalus
1271,Phildelphus
1273,Castanea_Sativa
1275,Quercus_Crassipes
1276,Quercus_Pubescens
1277,Celtis_Koraiensis
1278,Quercus_Suber
1281,Quercus_Ellipsoidalis
1282,Quercus_Imbricaria
1283,Quercus_Cerris
1284,Crataegus_Monogyna
1286,Prunus_Avium
1287,Alnus_Maximowiczii
1289,Fagus_Sylvatica
1291,Quercus_Chrysolepis
1292,Quercus_Dolicholepis
1294,Quercus_Ilex
1296,Castanea_Sativa
1299,Quercus_Pubescens
1300,Viburnum_x_Rhytidophylloides
1301,Tilia_Tomentosa
1302,Alnus_Sieboldiana
1305,Quercus_Pubescens
1308,Ulmus_Bergmanniana
1309,Ginkgo_Biloba
1310,Quercus_Afares
1311,Viburnum_x_Rhytidophylloides
1312,Quercus_Alnifolia
1317,Quercus_x_Turneri
1319,Ginkgo_Biloba
1320,Acer_Opalus
1322,Prunus_Avium
1323,Quercus_Rhysophylla
1324,Prunus_X_Shmittii
1325,Ilex_Aquifolium
1326,Quercus_Phillyraeoides
1327,Quercus_Greggii
1328,Pterocarya_Stenoptera
1329,Quercus_Infectoria_sub
1330,Phildelphus
1335,Tilia_Tomentosa
1337,Quercus_Rhysophylla
1339,Quercus_Infectoria_sub
1340,Prunus_Avium
1341,Quercus_Texana
1342,Acer_Mono
1344,Eucalyptus_Urnigera
1345,Cornus_Controversa
1346,Ilex_Aquifolium
1347,Ilex_Cornuta
1348,Quercus_Ilex
1349,Ilex_Aquifolium
1350,Liquidambar_Styraciflua
1352,Rhododendron_x_Russellianum
1353,Quercus_Infectoria_sub
1355,Cytisus_Battandieri
1356,Quercus_x_Turneri
1358,Quercus_Canariensis
1359,Quercus_Semecarpifolia
1360,Ilex_Cornuta
1365,Quercus_Imbricaria
1366,Quercus_Hartwissiana
1367,Callicarpa_Bodinieri
1370,Acer_Palmatum
1372,Crataegus_Monogyna
1373,Eucalyptus_Urnigera
1374,Quercus_Alnifolia
1375,Quercus_x_Hispanica
1377,Acer_Capillipes
1378,Eucalyptus_Neglecta
1379,Quercus_Shumardii
1380,Quercus_Imbricaria
1381,Ulmus_Bergmanniana
1384,Magnolia_Heptapeta
1386,Cotinus_Coggygria
1388,Quercus_Nigra
1390,Quercus_Coccifera
1391,Liquidambar_Styraciflua
1392,Cytisus_Battandieri
1393,Betula_Pendula
1394,Lithocarpus_Edulis
1395,Sorbus_Aria
1396,Alnus_Sieboldiana
1398,Cornus_Controversa
1399,Quercus_Rhysophylla
1402,Quercus_Semecarpifolia
1403,Quercus_Rhysophylla
1405,Cornus_Chinensis
1408,Pterocarya_Stenoptera
1410,Zelkova_Serrata
1411,Prunus_X_Shmittii
1413,Populus_Nigra
1414,Prunus_X_Shmittii
1417,Acer_Pictum
1419,Quercus_Ellipsoidalis
1420,Viburnum_x_Rhytidophylloides
1423,Quercus_Shumardii
1424,Quercus_Brantii
1425,Celtis_Koraiensis
1431,Cotinus_Coggygria
1432,Quercus_Rubra
1435,Alnus_Cordata
1436,Quercus_Hartwissiana
1438,Ilex_Aquifolium
1440,Morus_Nigra
1441,Quercus_Vulcanica
1442,Salix_Intergra
1443,Zelkova_Serrata
1444,Viburnum_x_Rhytidophylloides
1446,Quercus_Palustris
1448,Ulmus_Bergmanniana
1449,Quercus_Alnifolia
1450,Acer_Opalus
1452,Eucalyptus_Neglecta
1454,Quercus_Kewensis
1457,Quercus_Agrifolia
1459,Quercus_Nigra
1460,Cytisus_Battandieri
1461,Cornus_Chinensis
1463,Ilex_Cornuta
1467,Acer_Platanoids
1468,Prunus_X_Shmittii
1469,Quercus_Phellos
1471,Cercis_Siliquastrum
1472,Salix_Fragilis
1473,Betula_Pendula
1474,Viburnum_x_Rhytidophylloides
1475,Quercus_Phellos
1476,Quercus_Shumardii
1477,Alnus_Cordata
1479,Quercus_Chrysolepis
1480,Quercus_Greggii
1482,Tilia_Oliveri
1483,Lithocarpus_Edulis
1488,Arundinaria_Simonii
1491,Quercus_Phillyraeoides
1492,Quercus_x_Turneri
1494,Quercus_Phillyraeoides
1496,Prunus_X_Shmittii
1499,Olea_Europaea
1500,Quercus_Texana
1501,Ilex_Aquifolium
1502,Quercus_Cerris
1504,Acer_Opalus
1505,Olea_Europaea
1506,Acer_Circinatum
1507,Quercus_Brantii
1508,Quercus_Castaneifolia
1509,Salix_Intergra
1511,Castanea_Sativa
1512,Acer_Platanoids
1514,Eucalyptus_Urnigera
1515,Quercus_x_Hispanica
1516,Quercus_Greggii
1518,Pterocarya_Stenoptera
1519,Acer_Mono
1520,Acer_Rufinerve
1521,Populus_Grandidentata
1523,Quercus_Pyrenaica
1524,Tilia_Oliveri
1525,Acer_Capillipes
1527,Cornus_Controversa
1529,Quercus_Kewensis
1530,Quercus_Coccinea
1531,Quercus_Shumardii
1532,Salix_Intergra
1536,Ginkgo_Biloba
1538,Acer_Pictum
1539,Quercus_Coccinea
1541,Quercus_Vulcanica
1543,Salix_Fragilis
1544,Tilia_Tomentosa
1545,Populus_Grandidentata
1547,Prunus_X_Shmittii
1548,Quercus_x_Hispanica
1549,Quercus_Suber
1550,Alnus_Viridis
1551,Acer_Palmatum
1552,Quercus_Rhysophylla
1554,Quercus_Cerris
1555,Quercus_Texana
1556,Acer_Mono
1557,Quercus_Vulcanica
1559,Quercus_Nigra
1561,Rhododendron_x_Russellianum
1562,Acer_Capillipes
1563,Quercus_Pubescens
1566,Alnus_Viridis
1568,Quercus_x_Hispanica
1569,Quercus_Suber
1570,Viburnum_x_Rhytidophylloides
1571,Quercus_Nigra
1572,Quercus_Phellos
1574,Ilex_Cornuta
1575,Magnolia_Salicifolia
1578,Acer_Pictum
1581,Alnus_Maximowiczii
1582,Quercus_Rubra
1584,Quercus_Afares
